,PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
88,6853,NA,24,Corey,Graham,FS,Inactive,"6'0""",196,1985-07-25T00:00:00,New Hampshire,16,DB,FALSE,DEF,Corey Graham,38,13th Season,25-Jul-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/6853.png,NA,NO,0,C.Graham,NA,Scrambled,Scrambled,NA,NA,NA,CHI,2007,5,208,FALSE,6,0,11,NA,Scrambled,NA,300499,93ee67e5-08d1-4272-bc6b-d97feaab5d6b,4318,5874,228604,32704,9633,NA,NA,8422,Scrambled,Scrambled,NA,Scrambled,NA,Corey Graham,Corey Graham,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,2393925,http://cdn.usatsimg.com/api/download/?imageID=10839895,NA,2018-05-16T17:08:32,NA
89,4122,NA,47,William,Gay,FS,Inactive,"5'10""",190,1985-01-01T00:00:00,Louisville,15,DB,FALSE,DEF,William Gay,39,12th Season,1-Jan-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4122.png,NA,JAX,0,W.Gay,NA,Scrambled,Scrambled,NA,NA,NA,PIT,2007,5,210,FALSE,5,10,26,NA,Scrambled,NA,300517,a2907a39-139b-483f-8369-e278c26a6951,4319,6211,229499,6211,9786,NA,NA,8424,Scrambled,Scrambled,NA,Scrambled,NA,William Gay,William Gay,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,4171,NA,NA,NA,NA
25,6140,NA,66,Ben,Grubbs,G,Inactive,"6'3""",315,1984-03-10T00:00:00,Auburn,11,OL,FALSE,OFF,Ben Grubbs,40,9th Season,10-Mar-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/6140.png,NA,NE,0,B.Grubbs,NA,Scrambled,Scrambled,NA,NA,NA,BAL,2007,1,36,FALSE,6,3,12,NA,Scrambled,NA,302485,9ef3f249-6ff4-442e-84f4-b915f96aeb28,4212,5300,NA,7902,4665,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
32,5374,NA,63,Justin,Blalock,G,Inactive,"6'3""",333,1983-12-20T00:00:00,Texas,12,OL,FALSE,OFF,Justin Blalock,40,8th Season,20-Dec-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/5374.png,NA,CAR,0,J.Blalock,NA,Scrambled,Scrambled,NA,NA,NA,ATL,2007,2,48,FALSE,6,3,12,NA,Scrambled,NA,302530,e2524e8f-d304-4c8b-8165-55a09daa4801,NA,NA,NA,NA,6449,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
54,7459,NA,,Marshal,Yanda,G,Inactive,"6'4""",315,1984-09-15T16:00:00,Iowa,16,OL,FALSE,OFF,Marshal Yanda,39,13th Season,15-Sep-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/7459.png,NA,TEN,0,M.Yanda,NA,Scrambled,Scrambled,NA,NA,NA,BAL,2007,3,106,FALSE,6,4,16,NA,Scrambled,NA,302539,fafd2927-7e17-4e85-afa2-aa2c019229ed,4247,5394,NA,19713,9553,NA,NA,8340,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,6497990,http://cdn.usatsimg.com/api/download/?imageID=10430585,http://cdn.usatsimg.com/api/download/?imageID=10485587,2017-11-22T18:14:29,2017-12-18T21:48:32
65,5765,NA,64,Leroy,Harris,G,Inactive,"6'2""",303,1984-06-06T00:00:00,North Carolina State,11,OL,FALSE,OFF,Leroy Harris,39,7th Season,6-Jun-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,L.Harris,NA,Scrambled,Scrambled,NA,NA,NA,TEN,2007,4,142,FALSE,6,2,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
67,4951,NA,63,Manuel,Ramirez,G,Inactive,"6'3""",326,1983-02-19T00:00:00,Texas Tech,12,OL,FALSE,OFF,Manuel Ramirez,41,10th Season,19-Feb-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4951.png,NA,HOU,0,M.Ramirez,NA,Scrambled,Scrambled,NA,NA,NA,DET,2007,4,145,FALSE,6,3,21,NA,Scrambled,NA,300268,55f094bf-4d4f-492f-b1de-7c4d6aec66a8,NA,7104,NA,15017,6071,NA,NA,8371,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
80,6467,NA,74,Uche,Nwaneri,G,Inactive,"6'3""",329,1984-03-20T00:00:00,Purdue,11,OL,FALSE,OFF,Uche Nwaneri,39,7th Season,20-Mar-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,U.Nwaneri,NA,Scrambled,Scrambled,NA,NA,NA,JAX,2007,5,184,FALSE,6,3,NA,NA,Scrambled,NA,302454,6e3e9355-311b-421d-b9cc-7db8da220431,NA,NA,NA,NA,9659,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
92,6268,NA,64,Kasey,Studdard,G,Inactive,"6'2""",302,1984-07-01T00:00:00,Texas,11,OL,FALSE,OFF,Kasey Studdard,39,7th Season,1-Jul-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,K.Studdard,NA,Scrambled,Scrambled,NA,NA,NA,HOU,2007,6,227,FALSE,6,2,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
113,1292,NA,59,Rob,Turner,G,Inactive,"6'4""",308,1984-08-20T00:00:00,New Mexico,9,OL,FALSE,OFF,Rob Turner,39,6th Season,20-Aug-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,R.Turner,NA,Scrambled,Scrambled,NA,NA,NA,NYJ,2007,NA,NA,TRUE,6,4,NA,NA,Scrambled,NA,300264,34c53ab4-4f21-4b02-9012-6f97b7451075,NA,NA,NA,NA,5505,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
9,511,NA,52,Patrick,Willis,ILB,Inactive,"6'1""",240,1985-01-25T00:00:00,Mississippi,12,LB,FALSE,DEF,Patrick Willis,39,8th Season,25-Jan-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/511.png,NA,MIN,0,P.Willis,NA,Scrambled,Scrambled,NA,NA,NA,SF,2007,1,14,FALSE,6,1,25,NA,Scrambled,NA,301993,f27783fb-52a4-47a1-a096-20e67a983b4c,4171,NA,NA,NA,9369,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
21,7174,NA,52,Jon,Beason,ILB,Inactive,"6'0""",237,1985-01-14T00:00:00,Miami,11,LB,FALSE,DEF,Jon Beason,39,9th Season,14-Jan-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/7174.png,NA,PHI,0,J.Beason,NA,Scrambled,Scrambled,NA,NA,NA,CAR,2007,1,31,FALSE,6,0,38,NA,Scrambled,NA,301824,7418f17b-2573-4e03-bfb3-87a3b6938f98,4192,5195,NA,NA,3793,NA,NA,8279,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
28,4162,NA,,Paul,Posluszny,ILB,Inactive,"6'2""",238,1984-10-10T00:00:00,Penn State,15,LB,FALSE,DEF,Paul Posluszny,39,12th Season,10-Oct-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4162.png,NA,NO,0,P.Posluszny,NA,Scrambled,Scrambled,NA,NA,NA,BUF,2007,2,42,FALSE,6,2,11,NA,Scrambled,NA,301948,da7b724b-44ae-4ed6-9317-2d355063c4c2,4175,5327,242013,6956,9363,NA,NA,8288,Scrambled,Scrambled,NA,Scrambled,NA,Paul Posluszny,Paul Posluszny,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,5412,http://cdn.usatsimg.com/api/download/?imageID=7467691,NA,NA,NA
38,4992,NA,52,Justin,Durant,ILB,Inactive,"6'1""",240,1985-09-20T00:00:00,Hampton,14,LB,FALSE,DEF,Justin Durant,38,11th Season,20-Sep-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4992.png,NA,PHI,0,J.Durant,NA,Scrambled,Scrambled,NA,NA,NA,JAX,2007,2,59,FALSE,6,1,38,NA,Scrambled,NA,301981,ec0aad33-17bb-4689-92ab-847a3f28cd5c,NA,5329,NA,32663,9551,NA,NA,8302,Scrambled,Scrambled,NA,Scrambled,NA,Justin Durant,Justin Durant,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
83,4702,NA,54,Will,Herring,ILB,Inactive,"6'3""",235,1983-08-28T00:00:00,Auburn,11,LB,FALSE,DEF,Will Herring,40,7th Season,28-Aug-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4702.png,NA,SEA,0,W.Herring,NA,Scrambled,Scrambled,NA,NA,NA,SEA,2007,5,199,FALSE,6,3,35,NA,Scrambled,NA,301951,dcb2f697-f9f6-4ffa-a417-3f2ec2229a5a,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
91,4985,NA,55,Adam,Hayward,ILB,Inactive,"6'1""",240,1984-06-23T00:00:00,Portland State,12,LB,FALSE,DEF,Adam Hayward,39,10th Season,23-Jun-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4985.png,NA,PIT,0,A.Hayward,NA,Scrambled,Scrambled,NA,NA,NA,TB,2007,6,225,FALSE,6,1,14,NA,Scrambled,NA,301798,5ff4298d-2d58-4807-8313-52530155a594,NA,5424,NA,4709,9713,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
95,1003,NA,0,Desmond,Bishop,ILB,Inactive,"6'2""",238,1984-07-24T00:00:00,California,12,LB,FALSE,DEF,Desmond Bishop,39,8th Season,24-Jul-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/1003.png,NA,PIT,0,D.Bishop,NA,Scrambled,Scrambled,NA,NA,NA,GB,2007,6,238,FALSE,6,2,14,NA,Scrambled,NA,301999,f8155833-0f2f-4237-bdac-98e1a5c67651,NA,5944,NA,NA,9576,NA,NA,8446,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
117,2715,NA,54,Akeem,Jordan,ILB,Inactive,"6'1""",230,1985-08-17T00:00:00,James Madison,12,LB,FALSE,DEF,Akeem Jordan,38,8th Season,17-Aug-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/2715.png,NA,IND,0,A.Jordan,NA,Scrambled,Scrambled,NA,NA,NA,PHI,2007,NA,NA,TRUE,6,1,31,NA,Scrambled,NA,301766,3c1c71d6-61ae-488e-829a-53befdde02fd,NA,NA,NA,NA,7344,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
123,4603,NA,53,Nick,Roach,ILB,Inactive,"6'1""",234,1985-06-16T00:00:00,Northwestern,12,LB,FALSE,DEF,Nick Roach,38,8th Season,16-Jun-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4603.png,NA,DEN,0,N.Roach,NA,Scrambled,Scrambled,NA,NA,NA,LAC,2007,NA,NA,TRUE,6,1,36,NA,Scrambled,NA,301877,9b7cd2e5-1e50-4fb3-a907-ac6e5e699ca8,NA,NA,NA,NA,9803,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
90,11694,NA,NA,Nick,Folk,K,Inactive,"6'1""",225,1984-11-05T00:00:00,Arizona,21,K,FALSE,ST,Nick Folk,39,17th Season,5-Nov-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11694.png,NA,JAX,0,N.Folk,475.4,Scrambled,Scrambled,NA,NA,NA,DAL,2007,6,220,FALSE,6,1,26,9,Scrambled,NA,300729,b37c621e-1125-4c35-bea0-fcabb1527060,4273,5365,213781,6554,9362,6642,213781,8432,Scrambled,Scrambled,NA,Scrambled,Nick Folk,Nick Folk,Nick Folk,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,8314435,http://cdn.usatsimg.com/api/download/?imageID=21307357,http://cdn.usatsimg.com/api/download/?imageID=21322491,2023-08-30T16:32:48,2023-09-01T16:13:41
96,1694,NA,NA,Mason,Crosby,K,Inactive,"6'1""",207,1984-09-03T00:00:00,Colorado,21,K,FALSE,ST,Mason Crosby,39,17th Season,3-Sep-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/1694.png,NA,PHI,0,M.Crosby,974.3,Scrambled,Scrambled,NA,NA,NA,GB,2007,6,239,FALSE,6,1,38,17,Scrambled,NA,300740,e0856548-6fd5-4f83-9aa0-91f1bf4cbbd8,4182,5363,214574,3558,9535,6897,214574,8447,Scrambled,Scrambled,NA,Scrambled,Mason Crosby,Mason Crosby,Mason Crosby,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,8336107,http://cdn.usatsimg.com/api/download/?imageID=18994609,http://cdn.usatsimg.com/api/download/?imageID=19000821,2022-09-06T15:56:54,2022-09-07T17:00:13
37,184,NA,45,David,Harris,ILB,Inactive,"6'2""",250,1984-01-21T00:00:00,Michigan,15,LB,FALSE,DEF,David Harris,40,12th Season,21-Jan-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/184.png,NA,WAS,0,D.Harris,NA,Scrambled,Scrambled,NA,NA,NA,NYJ,2007,2,58,FALSE,6,2,40,NA,Scrambled,NA,301924,c348bf8a-bc99-45fb-b1c8-04f487418d3c,4197,5342,215498,8888,9385,NA,NA,8301,Scrambled,Scrambled,NA,Scrambled,NA,David Harris,David Harris,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,4642,http://cdn.usatsimg.com/api/download/?imageID=10560703,http://cdn.usatsimg.com/api/download/?imageID=10839718,NA,NA
66,2194,NA,NA,Zak,DeOssie,LS,Inactive,"6'5""",250,1984-05-24T04:00:00,Brown,16,LS,FALSE,ST,Zak DeOssie,39,13th Season,24-May-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/2194.png,NA,PHI,0,Z.DeOssie,NA,Scrambled,Scrambled,NA,NA,NA,NYG,2007,4,144,FALSE,6,5,38,22,Scrambled,NA,300231,c38a3fbc-f9af-4676-b905-4f101a99194d,NA,5347,NA,32792,9542,NA,232667,8370,Scrambled,Scrambled,NA,Scrambled,NA,Zak DeOssie,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,6078009,http://cdn.usatsimg.com/api/download/?imageID=13122785,http://cdn.usatsimg.com/api/download/?imageID=11406674,2019-07-30T14:14:20,2018-10-09T16:53:01
108,12330,NA,NA,Clark,Harris,LS,Inactive,"6'5""",250,1984-07-10T00:00:00,Rutgers,19,LS,FALSE,ST,Clark Harris,39,15th Season,10-Jul-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12330.png,NA,KC,0,C.Harris,NA,Scrambled,Scrambled,NA,NA,NA,GB,2007,7,301,FALSE,6,5,2,9,Scrambled,NA,300238,d7eec5c7-c401-485e-b0c8-fb0784c07b27,NA,5308,216309,4667,9393,9409,216309,8497,Scrambled,Scrambled,NA,Scrambled,Clark Harris,Clark Harris,Clark Harris,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,216309,Clark Harris,8254333,http://cdn.usatsimg.com/api/download/?imageID=18990231,http://cdn.usatsimg.com/api/download/?imageID=18996060,2022-09-05T01:39:14,2022-09-06T20:58:34
124,5633,NA,61,Brett,Goode,LS,Inactive,"6'1""",255,1984-11-02T00:00:00,Arkansas,14,LS,FALSE,ST,Brett Goode,39,11th Season,2-Nov-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/5633.png,NA,DET,0,B.Goode,NA,Scrambled,Scrambled,NA,NA,NA,JAX,2007,NA,NA,TRUE,6,1,30,31,Scrambled,NA,300232,c539cbe5-eecd-4890-ace8-ce93088f9a25,NA,7010,NA,8004,9497,NA,NA,9069,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,1855,http://cdn.usatsimg.com/api/download/?imageID=7457106,http://cdn.usatsimg.com/api/download/?imageID=10839732,NA,NA
81,669,NA,NA,Antonio,Johnson,NT,Inactive,"6'3""",310,1984-12-08T00:00:00,Mississippi State,12,DL,FALSE,DEF,Antonio Johnson,39,8th Season,8-Dec-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/669.png,NA,PIT,0,A.Johnson,NA,Scrambled,Scrambled,NA,NA,NA,TEN,2007,NA,188,FALSE,6,3,14,NA,Scrambled,NA,302234,b8f2878e-7dcb-41b4-94ac-2179794dd95d,NA,NA,NA,NA,9579,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
94,3922,NA,75,Matt,Toeaina,NT,Inactive,"6'2""",308,1982-10-09T00:00:00,Oregon,8,DL,FALSE,DEF,Matt Toeaina,41,5th Season,9-Oct-82,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,M.Toeaina,NA,Scrambled,Scrambled,NA,NA,NA,CIN,2007,NA,232,FALSE,6,2,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
116,2570,NA,97,Daniel,Muir,NT,Inactive,"6'2""",322,1983-09-12T00:00:00,Kent State,8,DL,FALSE,DEF,Daniel Muir,40,5th Season,12-Sep-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,D.Muir,NA,Scrambled,Scrambled,NA,NA,NA,GB,2007,NA,NA,TRUE,6,2,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
13,7420,NA,94,Lawrence,Timmons,OLB,Inactive,"6'1""",234,1986-05-14T00:00:00,Florida State,15,LB,FALSE,DEF,Lawrence Timmons,37,12th Season,14-May-86,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/7420.png,NA,BUF,0,L.Timmons,NA,Scrambled,Scrambled,NA,NA,NA,PIT,2007,1,19,FALSE,6,1,6,NA,Scrambled,NA,301736,1f60fcb6-e6a1-4cc6-9ef7-dd5d66bf0003,4195,5209,281356,17037,9216,NA,NA,8269,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,4574,http://cdn.usatsimg.com/api/download/?imageID=9510006,http://cdn.usatsimg.com/api/download/?imageID=10839842,NA,NA
22,4080,NA,99,Anthony,Spencer,OLB,Inactive,"6'3""",250,1984-01-23T00:00:00,Purdue,11,LB,FALSE,DEF,Anthony Spencer,40,9th Season,23-Jan-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4080.png,NA,IND,0,A.Spencer,NA,Scrambled,Scrambled,NA,NA,NA,DAL,2007,1,32,FALSE,6,3,31,NA,Scrambled,NA,301556,65859588-5da0-4df0-a339-6adf83287078,NA,NA,NA,NA,4900,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
36,711,NA,52,Lamarr,Woodley,OLB,Inactive,"6'1""",265,1984-11-03T00:00:00,Michigan,11,LB,FALSE,DEF,Lamarr Woodley,39,9th Season,3-Nov-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/711.png,NA,CAR,0,L.Woodley,NA,Scrambled,Scrambled,NA,NA,NA,PIT,2007,2,57,FALSE,6,1,12,NA,Scrambled,NA,301947,d9f95cb5-2563-4119-91c5-841b0f2d4bb8,NA,5317,NA,6078,9388,NA,NA,8300,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
55,5783,NA,55,Stewart,Bradley,OLB,Inactive,"6'4""",255,1983-11-02T00:00:00,Nebraska,11,LB,FALSE,DEF,Stewart Bradley,40,7th Season,2-Nov-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,S.Bradley,NA,Scrambled,Scrambled,NA,NA,NA,PHI,2007,3,108,FALSE,6,4,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
64,2927,NA,54,Stephen,Nicholas,OLB,Inactive,"6'1""",232,1983-05-01T00:00:00,South Florida,11,LB,FALSE,DEF,Stephen Nicholas,40,7th Season,1-May-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,S.Nicholas,NA,Scrambled,Scrambled,NA,NA,NA,ATL,2007,4,135,FALSE,6,1,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
69,15690,NA,98,Baraka,Atkins,OLB,Inactive,"6'4""",265,1984-08-28T00:00:00,Miami,5,LB,FALSE,DEF,Baraka Atkins,39,3rd Season,28-Aug-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,B.Atkins,NA,Scrambled,Scrambled,NA,NA,NA,SEA,2007,4,149,FALSE,6,4,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
75,12385,NA,95,Antwan,Barnes,OLB,Inactive,"6'1""",251,1984-10-19T00:00:00,Florida International,11,LB,FALSE,DEF,Antwan Barnes,39,7th Season,19-Oct-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12385.png,NA,CLE,0,A.Barnes,NA,Scrambled,Scrambled,NA,NA,NA,BAL,2007,4,166,FALSE,6,1,3,NA,Scrambled,NA,301795,5e1c1890-521d-4980-8cff-9d29a29e7b82,NA,NA,NA,NA,9544,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
85,12304,NA,59,Tim,Shaw,OLB,Inactive,"6'1""",236,1984-03-27T00:00:00,Penn State,9,LB,FALSE,DEF,Tim Shaw,39,6th Season,27-Mar-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,T.Shaw,NA,Scrambled,Scrambled,NA,NA,NA,CAR,2007,NA,203,FALSE,6,1,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
